ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
464287,Male,Yes,42,Yes,Artist,,Average,3.0,Cat_2
464289,Male,Yes,35,No,Marketing,1.0,Low,3.0,Cat_6
464292,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6
464297,Male,No,29,No,Artist,8.0,Low,5.0,Cat_5
464298,Male,No,26,No,Doctor,0.0,Low,1.0,Cat_6
464308,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6
464318,Male,Yes,86,Yes,Executive,0.0,Low,1.0,Cat_6
464320,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6
464326,Female,No,37,Yes,Artist,0.0,Low,3.0,Cat_6
464332,Male,Yes,74,No,Executive,0.0,High,2.0,Cat_6
464339,Male,No,27,No,Artist,1.0,Low,2.0,Cat_6
464344,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_6
464351,Female,No,27,Yes,Healthcare,0.0,Low,1.0,Cat_6
464364,Male,Yes,39,Yes,Artist,7.0,Average,2.0,Cat_6
464368,Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,Cat_6
464370,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6
464373,Female,No,47,Yes,Artist,0.0,Low,2.0,Cat_6
464378,Female,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6
464381,Male,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6
464382,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6
464386,Male,Yes,41,Yes,Doctor,0.0,Average,3.0,Cat_6
464387,Female,No,26,Yes,Artist,9.0,Low,5.0,Cat_6
464389,Male,Yes,72,Yes,Artist,0.0,High,2.0,Cat_2
464392,Male,Yes,59,,Artist,0.0,Average,2.0,Cat_6
464396,Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,Cat_6
464412,Male,Yes,72,No,Lawyer,1.0,Low,2.0,Cat_6
464424,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6
464425,Male,No,41,Yes,Artist,9.0,Low,1.0,Cat_6
464432,Male,No,25,No,Engineer,9.0,Low,2.0,Cat_3
464433,Male,No,29,Yes,Artist,,Low,,Cat_2
464436,Male,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_4
464437,Female,Yes,51,Yes,Engineer,0.0,Average,4.0,Cat_6
464441,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_2
464451,Female,Yes,76,Yes,Artist,0.0,Average,2.0,Cat_6
464456,Male,Yes,29,Yes,Artist,1.0,Low,4.0,Cat_6
464468,Male,Yes,46,Yes,Artist,1.0,Low,3.0,Cat_6
464473,Female,Yes,58,Yes,Artist,0.0,Average,4.0,Cat_6
464474,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_6
464478,Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6
464481,Male,Yes,53,Yes,Executive,1.0,High,3.0,Cat_6
464482,Male,Yes,63,Yes,Artist,1.0,Low,1.0,Cat_6
464483,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6
464485,Male,No,25,Yes,Entertainment,5.0,Low,2.0,Cat_3
464487,Male,No,46,No,Engineer,1.0,Low,3.0,Cat_4
464488,Female,No,43,Yes,Artist,7.0,Low,9.0,Cat_6
464494,Female,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_3
464499,Male,Yes,41,Yes,Executive,1.0,High,4.0,Cat_6
464501,Female,No,28,No,Healthcare,1.0,Low,3.0,Cat_6
464504,Male,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_6
464506,Male,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_4
464517,Male,No,33,Yes,Healthcare,0.0,Low,,Cat_5
464522,Female,No,39,Yes,Engineer,14.0,Low,1.0,Cat_6
464526,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6
464528,Male,Yes,46,Yes,Entertainment,4.0,High,4.0,Cat_2
464533,Male,Yes,38,No,Executive,,High,6.0,Cat_6
464536,Male,Yes,26,Yes,Artist,1.0,Average,3.0,Cat_6
464540,Female,Yes,42,Yes,Engineer,1.0,Average,4.0,Cat_4
464544,Female,Yes,43,Yes,Entertainment,5.0,Average,3.0,Cat_6
464549,Male,Yes,53,Yes,Executive,1.0,Low,4.0,Cat_6
464550,Male,Yes,46,Yes,Artist,,Low,4.0,Cat_6
464552,Female,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_4
464553,Male,Yes,71,Yes,Artist,1.0,Low,2.0,Cat_6
464555,Male,Yes,32,Yes,Marketing,13.0,High,4.0,Cat_4
464560,Male,No,41,Yes,Entertainment,9.0,Low,2.0,Cat_6
464561,Female,No,46,Yes,Entertainment,8.0,Low,2.0,Cat_6
464566,Male,Yes,40,Yes,Executive,0.0,High,4.0,Cat_6
464569,Male,No,29,No,Doctor,1.0,Low,5.0,Cat_6
464570,Male,Yes,25,Yes,Doctor,1.0,Average,2.0,Cat_6
464572,Female,Yes,52,Yes,Marketing,0.0,Low,1.0,Cat_6
464576,Male,No,30,Yes,Doctor,9.0,Low,5.0,Cat_6
464577,Female,Yes,25,Yes,Healthcare,12.0,High,2.0,Cat_6
464580,Male,No,32,No,Artist,9.0,Low,4.0,Cat_6
464581,Female,No,33,No,Doctor,,Low,4.0,Cat_6
464586,Female,No,49,Yes,Artist,1.0,Low,1.0,Cat_3
464593,Female,No,43,Yes,Doctor,1.0,Low,4.0,Cat_2
464594,Male,Yes,48,Yes,Artist,1.0,Low,1.0,Cat_2
464597,Male,No,41,No,Artist,5.0,Low,2.0,Cat_6
464601,Female,No,29,Yes,Healthcare,9.0,Low,2.0,Cat_6
464603,Female,No,35,Yes,Artist,0.0,Low,2.0,Cat_3
464606,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6
464607,Female,Yes,47,Yes,Artist,1.0,Average,4.0,Cat_2
464608,Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6
464618,Male,,40,Yes,Artist,5.0,Low,1.0,Cat_6
464620,Female,Yes,40,Yes,Artist,0.0,High,2.0,Cat_6
464621,Male,Yes,46,Yes,Artist,0.0,Low,1.0,Cat_6
464637,Female,No,36,Yes,Marketing,,Low,4.0,Cat_4
464641,Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,Cat_1
464652,Female,Yes,30,No,Engineer,5.0,Average,2.0,Cat_4
464654,Female,Yes,40,No,Engineer,1.0,Average,4.0,Cat_4
464664,Male,Yes,43,No,Entertainment,0.0,Average,5.0,Cat_4
464666,Male,Yes,40,Yes,Entertainment,3.0,Average,3.0,Cat_4
464670,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4
464673,Male,Yes,49,No,Executive,1.0,High,7.0,Cat_2
464674,Male,Yes,51,No,Artist,0.0,Average,5.0,Cat_4
464675,Female,Yes,39,No,Doctor,1.0,Average,9.0,Cat_4
464677,Male,Yes,23,No,Healthcare,1.0,Low,5.0,Cat_4
464683,Male,Yes,53,No,Engineer,0.0,Average,6.0,Cat_4
464684,Female,No,35,No,Engineer,9.0,Low,5.0,Cat_4
464685,Male,No,35,No,Executive,2.0,Low,4.0,Cat_4
464688,Male,Yes,30,Yes,Doctor,1.0,Low,9.0,Cat_4
464690,Male,Yes,39,No,Engineer,2.0,Average,,Cat_4
464691,Male,No,38,Yes,Artist,1.0,Low,3.0,Cat_4
464692,Female,No,53,No,Marketing,0.0,Low,1.0,Cat_3
464693,Female,No,36,Yes,Engineer,8.0,Low,1.0,Cat_4
464695,Male,No,33,No,Engineer,0.0,Low,4.0,Cat_4
464696,Female,No,40,Yes,Engineer,1.0,Low,1.0,Cat_4
464697,Female,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_4
464699,Male,No,31,No,Doctor,1.0,Low,5.0,Cat_4
464701,Male,No,31,No,Doctor,1.0,Low,2.0,Cat_4
464704,Male,Yes,41,Yes,Healthcare,0.0,Average,4.0,Cat_4
464707,Male,Yes,48,No,,0.0,Average,4.0,Cat_4
464711,Female,Yes,38,Yes,Artist,5.0,Average,3.0,Cat_1
464712,Male,Yes,49,No,Artist,1.0,Low,5.0,Cat_4
464722,Male,Yes,42,Yes,Doctor,1.0,Low,,Cat_4
464726,Male,Yes,28,Yes,Executive,14.0,High,9.0,Cat_4
464728,Male,Yes,51,No,Entertainment,0.0,High,4.0,Cat_4
464732,Male,Yes,41,No,Artist,1.0,Average,2.0,Cat_4
464737,Female,Yes,57,No,Engineer,0.0,Average,6.0,Cat_4
464739,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_4
464746,Male,Yes,29,No,Executive,3.0,Average,5.0,Cat_4
464752,Female,Yes,46,,Marketing,,Low,1.0,Cat_4
464755,Male,Yes,49,Yes,Artist,0.0,High,2.0,Cat_6
464756,Female,No,28,No,Engineer,6.0,Low,3.0,Cat_4
464758,Female,Yes,48,No,Engineer,1.0,Average,4.0,Cat_4
464760,Female,Yes,51,No,Engineer,5.0,Average,4.0,Cat_4
464765,Female,Yes,48,No,Engineer,5.0,Average,6.0,Cat_4
464766,Female,Yes,48,No,Engineer,5.0,Average,5.0,Cat_4
464769,Female,,52,No,Engineer,9.0,Average,4.0,Cat_4
464772,Female,Yes,39,No,Engineer,8.0,Average,4.0,Cat_4
464774,Female,Yes,50,No,Engineer,7.0,Average,5.0,Cat_4
464780,Female,No,33,No,Engineer,1.0,Low,9.0,Cat_4
464790,Female,No,35,Yes,Artist,,Low,1.0,Cat_4
464792,Male,Yes,30,No,Marketing,2.0,High,5.0,Cat_4
464794,Female,Yes,46,No,Engineer,8.0,Average,,Cat_4
464799,Male,No,36,No,Marketing,0.0,Low,4.0,Cat_4
464802,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4
464804,Male,Yes,26,No,Entertainment,1.0,Low,1.0,Cat_4
464806,Male,Yes,33,No,Executive,0.0,Low,2.0,Cat_4
464809,Male,Yes,50,,Entertainment,,Average,5.0,Cat_4
464812,Female,Yes,49,Yes,Engineer,1.0,High,5.0,Cat_4
464813,Male,Yes,48,Yes,Engineer,6.0,Average,5.0,Cat_6
464817,Male,No,31,Yes,Artist,5.0,Low,1.0,Cat_4
464818,Female,Yes,38,No,Engineer,,Average,2.0,Cat_4
464825,Female,No,21,No,Healthcare,5.0,Low,1.0,Cat_4
464827,Female,Yes,50,No,Entertainment,8.0,Average,5.0,Cat_4
464828,Male,No,23,No,Healthcare,9.0,Low,6.0,Cat_4
464831,Female,Yes,21,No,Healthcare,0.0,Low,2.0,Cat_4
464832,Male,Yes,71,No,Lawyer,1.0,Low,,Cat_4
464835,Male,No,20,No,Healthcare,0.0,Low,6.0,Cat_4
464836,Female,,32,No,Engineer,7.0,High,5.0,Cat_4
464845,Male,Yes,29,No,Engineer,0.0,Average,3.0,Cat_4
464849,Male,Yes,42,Yes,Artist,0.0,Average,4.0,Cat_4
464851,Male,No,20,No,Doctor,0.0,Low,6.0,Cat_4
464852,Male,Yes,36,No,Executive,1.0,Low,6.0,Cat_4
464854,Female,Yes,42,No,Engineer,0.0,High,6.0,Cat_4
464857,Male,No,18,No,Healthcare,7.0,Low,4.0,Cat_4
464861,Male,No,25,No,Homemaker,,Low,2.0,Cat_4
464864,Female,No,30,No,Engineer,10.0,Low,8.0,Cat_4
464865,Female,No,28,No,Homemaker,9.0,Low,9.0,Cat_4
464868,Male,Yes,42,Yes,Entertainment,7.0,Low,6.0,Cat_4
464872,Male,Yes,38,Yes,Artist,1.0,Low,4.0,Cat_4
464873,Male,Yes,42,Yes,Artist,1.0,Average,2.0,Cat_4
464876,Female,Yes,52,No,Engineer,,Average,5.0,Cat_4
464879,Female,Yes,29,Yes,Doctor,0.0,Average,2.0,Cat_4
464884,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_4
464885,Female,No,38,No,Engineer,1.0,Low,2.0,Cat_4
464886,Male,Yes,37,Yes,Engineer,1.0,Average,4.0,Cat_4
464902,Female,Yes,65,No,Lawyer,1.0,Low,1.0,Cat_4
464905,Male,,81,No,Executive,,High,2.0,Cat_4
464907,Male,,59,Yes,Engineer,0.0,Average,2.0,Cat_4
464910,Female,Yes,47,Yes,Artist,1.0,Average,5.0,Cat_4
464911,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_4
464915,Male,Yes,39,Yes,Executive,,High,4.0,Cat_4
464916,Female,,32,,Doctor,8.0,High,2.0,Cat_4
464919,Male,Yes,37,Yes,Artist,9.0,Low,1.0,Cat_4
464920,Male,No,39,Yes,Artist,4.0,Low,1.0,Cat_4
464921,Male,Yes,39,No,Doctor,1.0,Average,5.0,Cat_4
464925,Male,,60,No,Executive,7.0,Average,2.0,Cat_4
464927,Female,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_4
464932,Male,Yes,51,Yes,Executive,9.0,Low,1.0,Cat_4
464938,Male,Yes,48,No,Artist,1.0,Low,3.0,Cat_4
464939,Male,No,43,No,Entertainment,0.0,Low,1.0,Cat_4
464940,Female,Yes,29,No,Engineer,1.0,Low,2.0,Cat_4
464944,Female,Yes,43,Yes,Entertainment,0.0,Low,2.0,Cat_4
464947,Male,No,25,No,Doctor,5.0,Low,1.0,Cat_4
464957,Female,Yes,75,No,Lawyer,0.0,Low,1.0,Cat_4
464960,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_4
464961,Male,Yes,86,No,Marketing,1.0,Low,1.0,Cat_4
464963,Female,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_4
464972,Male,Yes,73,No,Lawyer,1.0,High,9.0,Cat_4
464973,Male,No,87,,Lawyer,1.0,Low,2.0,Cat_4
464981,Male,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6
464987,Male,Yes,46,Yes,Executive,1.0,High,5.0,Cat_6
464990,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6
464991,Female,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6
464995,Male,Yes,53,No,Executive,2.0,High,4.0,Cat_4
465001,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6
465005,Male,Yes,47,Yes,Executive,3.0,High,3.0,Cat_6
465012,Male,Yes,59,No,Executive,1.0,High,4.0,Cat_6
465014,Male,Yes,82,No,Lawyer,1.0,Low,1.0,Cat_6
465022,Female,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6
465023,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_2
465026,Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6
465032,Male,Yes,67,Yes,Executive,1.0,High,2.0,Cat_6
465035,Female,Yes,83,Yes,Lawyer,13.0,High,2.0,Cat_6
465038,Male,Yes,49,No,Executive,0.0,High,4.0,Cat_6
465039,Female,Yes,87,No,Lawyer,0.0,High,2.0,Cat_6
465040,Male,Yes,69,No,Lawyer,1.0,Average,2.0,Cat_6
465045,Male,Yes,40,Yes,Entertainment,9.0,Average,2.0,Cat_6
465056,Male,Yes,87,Yes,Lawyer,1.0,High,2.0,Cat_6
465069,Male,Yes,68,Yes,Healthcare,0.0,Average,3.0,Cat_6
465075,Female,Yes,43,Yes,Artist,,Average,2.0,Cat_6
465076,Male,Yes,67,Yes,Artist,0.0,High,5.0,Cat_6
465079,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6
465082,Male,Yes,65,Yes,Lawyer,1.0,Low,1.0,Cat_3
465087,Male,No,29,Yes,Doctor,0.0,Low,4.0,Cat_6
465091,Male,Yes,60,Yes,Entertainment,,Average,3.0,Cat_6
465092,Male,Yes,72,Yes,Executive,1.0,High,2.0,Cat_6
465093,Male,Yes,57,Yes,Doctor,0.0,Low,1.0,Cat_6
465095,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6
465099,Male,Yes,39,No,Entertainment,1.0,Average,2.0,Cat_6
465100,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6
465101,Female,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6
465105,Male,Yes,65,No,Executive,8.0,Average,2.0,Cat_6
465109,Male,No,47,No,Lawyer,,Low,2.0,Cat_6
465111,Female,Yes,40,Yes,Artist,8.0,Average,2.0,Cat_6
465112,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6
465113,Male,Yes,67,Yes,Lawyer,0.0,High,2.0,Cat_4
465119,Female,Yes,45,Yes,Artist,0.0,Average,5.0,Cat_6
465120,Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_6
465121,Female,No,32,Yes,Artist,7.0,Low,1.0,Cat_3
465122,Female,Yes,41,Yes,Artist,3.0,Average,2.0,Cat_6
465124,Female,Yes,27,Yes,Healthcare,6.0,Average,2.0,Cat_6
465128,Female,Yes,58,No,Artist,0.0,Average,3.0,Cat_6
465134,Female,Yes,61,Yes,Entertainment,1.0,Average,5.0,Cat_6
465136,Male,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6
465144,Male,No,25,Yes,Doctor,8.0,Low,1.0,Cat_6
465147,Male,No,33,Yes,Healthcare,2.0,Low,3.0,Cat_6
465148,Male,No,31,No,Artist,0.0,Low,,
465150,Male,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6
465153,Male,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6
465155,Male,Yes,81,Yes,Lawyer,0.0,Low,1.0,Cat_6
465160,Male,Yes,61,Yes,Executive,0.0,High,3.0,Cat_6
465164,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_6
465171,Female,Yes,48,Yes,Artist,8.0,High,4.0,Cat_6
465172,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6
465175,Female,No,22,No,Homemaker,0.0,Low,4.0,Cat_6
465176,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6
465181,Female,No,25,Yes,Healthcare,8.0,Low,1.0,Cat_4
465182,Female,No,73,Yes,Lawyer,1.0,Low,1.0,Cat_6
465186,Female,Yes,43,No,Artist,4.0,Average,4.0,Cat_1
465187,Female,Yes,39,No,Doctor,1.0,Average,4.0,Cat_4
465188,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_6
465189,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6
465194,Male,No,22,No,Healthcare,9.0,Low,6.0,Cat_2
465196,Female,No,31,Yes,Artist,2.0,Low,2.0,Cat_4
465197,Female,Yes,60,Yes,Artist,1.0,High,4.0,Cat_6
465201,Male,Yes,42,Yes,Entertainment,1.0,Average,4.0,Cat_3
465202,Male,No,25,No,Entertainment,7.0,Low,4.0,Cat_6
465203,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_6
465204,Male,Yes,29,Yes,Healthcare,1.0,Low,2.0,Cat_6
465213,Male,Yes,39,Yes,Entertainment,2.0,Average,2.0,Cat_6
465214,Male,Yes,33,No,Engineer,14.0,Low,1.0,Cat_6
465216,Male,Yes,35,Yes,Executive,9.0,High,4.0,Cat_6
465226,Male,Yes,38,No,Entertainment,2.0,Low,3.0,Cat_6
465228,Male,Yes,59,Yes,Artist,1.0,High,2.0,Cat_6
465231,Male,Yes,67,No,Artist,1.0,Average,2.0,Cat_6
465236,Male,Yes,45,Yes,Artist,1.0,Low,1.0,Cat_6
465237,Male,Yes,70,Yes,Lawyer,,High,2.0,Cat_6
465242,Male,No,19,No,Healthcare,5.0,Low,4.0,Cat_3
465249,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_6
465254,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_7
465261,Female,No,23,Yes,Healthcare,1.0,Low,4.0,Cat_1
465264,Male,Yes,80,No,Executive,0.0,Low,1.0,Cat_6
465267,Male,Yes,40,No,Engineer,14.0,Average,5.0,Cat_4
465274,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_4
465285,Female,Yes,31,No,Engineer,8.0,Low,4.0,Cat_6
465288,Female,Yes,20,No,Engineer,1.0,Low,2.0,Cat_4
465289,Male,Yes,31,Yes,Executive,1.0,High,2.0,Cat_6
465290,Male,Yes,50,Yes,Executive,0.0,High,5.0,Cat_6
465294,Male,Yes,67,No,Lawyer,0.0,Low,2.0,Cat_6
465295,Female,,43,Yes,Doctor,9.0,Average,1.0,Cat_6
465296,Female,Yes,85,Yes,Lawyer,5.0,High,3.0,Cat_6
465303,Female,Yes,65,Yes,Artist,1.0,Average,3.0,Cat_2
465306,Male,Yes,71,No,Executive,1.0,Average,4.0,Cat_2
465310,Female,No,20,No,Healthcare,1.0,Low,6.0,Cat_4
465319,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_6
465326,Male,Yes,87,Yes,Artist,,Low,1.0,Cat_6
465333,Female,Yes,37,Yes,Artist,4.0,Low,2.0,Cat_7
465335,Male,Yes,59,No,Entertainment,1.0,Average,2.0,Cat_7
465340,Female,No,29,Yes,Artist,3.0,Low,4.0,Cat_2
465342,Male,Yes,85,Yes,Executive,0.0,High,2.0,Cat_6
465344,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
465345,Female,No,42,Yes,Artist,0.0,Low,,Cat_6
465351,Female,Yes,45,Yes,Artist,9.0,Average,2.0,Cat_6
465352,Male,Yes,59,Yes,Entertainment,1.0,Average,4.0,Cat_6
465354,Male,No,19,No,Doctor,0.0,Low,5.0,Cat_2
465357,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6
465358,Female,Yes,73,Yes,Artist,0.0,High,2.0,Cat_6
465359,Female,Yes,42,No,Artist,1.0,Low,1.0,Cat_6
465364,Female,No,37,Yes,Doctor,7.0,Low,5.0,Cat_2
465366,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6
465371,Female,No,41,Yes,Artist,1.0,Low,1.0,Cat_6
465372,Female,No,40,Yes,Entertainment,0.0,Low,1.0,Cat_6
465383,Female,Yes,30,Yes,Entertainment,0.0,Low,4.0,Cat_6
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6
465391,Female,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6
465393,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6
465395,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_4
465399,Male,No,36,Yes,Entertainment,0.0,Low,1.0,Cat_4
465405,Female,,26,Yes,Homemaker,1.0,High,4.0,Cat_2
465408,Male,No,25,No,Executive,,Low,4.0,Cat_6
465410,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_5
465417,Male,Yes,37,Yes,Entertainment,,Average,2.0,Cat_4
465419,Male,No,30,No,Artist,0.0,Low,3.0,Cat_6
465423,Male,Yes,46,Yes,Entertainment,1.0,Average,4.0,Cat_7
465428,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_4
465433,Female,No,40,Yes,Artist,,Low,1.0,Cat_2
465435,Female,No,31,Yes,Artist,5.0,Low,1.0,Cat_6
465437,Male,Yes,45,Yes,Executive,4.0,High,5.0,Cat_6
465440,Male,Yes,55,No,Engineer,1.0,Low,5.0,Cat_6
465441,Female,Yes,51,Yes,Engineer,2.0,Low,1.0,Cat_4
465445,Female,No,29,Yes,Homemaker,5.0,Low,7.0,Cat_6
465458,Female,Yes,74,Yes,Artist,1.0,High,2.0,Cat_6
465461,Male,Yes,69,No,Entertainment,1.0,Average,3.0,Cat_6
465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2
465464,Male,Yes,41,Yes,Executive,0.0,Average,,Cat_4
465467,Male,,29,No,Healthcare,1.0,Low,3.0,Cat_6
465471,Male,Yes,39,Yes,Artist,0.0,Low,1.0,Cat_6
465472,Female,Yes,74,No,Entertainment,,High,3.0,Cat_6
465473,Female,No,59,Yes,Artist,4.0,Low,1.0,Cat_6
465477,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_2
465479,Male,No,33,No,Artist,0.0,Low,1.0,Cat_4
465482,Male,No,31,No,Entertainment,9.0,Low,2.0,Cat_2
465483,Male,Yes,46,No,Artist,0.0,Average,3.0,Cat_6
465484,Female,Yes,63,Yes,Artist,0.0,Low,2.0,Cat_6
465488,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6
465489,Female,No,53,Yes,Engineer,1.0,Low,5.0,Cat_6
465492,Male,Yes,59,No,Entertainment,1.0,Low,1.0,Cat_2
465496,Male,Yes,84,Yes,Lawyer,,Low,2.0,Cat_2
465505,Male,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6
465507,Male,Yes,35,Yes,Artist,8.0,Low,1.0,Cat_6
465508,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6
465510,Male,Yes,67,No,Lawyer,0.0,High,2.0,Cat_6
465518,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_4
465520,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_2
465521,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7
465522,Female,No,33,Yes,Healthcare,4.0,Low,8.0,Cat_5
465529,Female,No,32,No,Doctor,0.0,Low,4.0,Cat_6
465538,Male,Yes,59,No,,5.0,High,2.0,Cat_6
465539,Female,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6
465541,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_7
465543,Female,Yes,41,Yes,Healthcare,1.0,Average,2.0,Cat_3
465547,Female,Yes,71,,Lawyer,1.0,Low,1.0,Cat_6
465550,Female,No,33,Yes,Healthcare,1.0,Low,6.0,Cat_3
465551,Female,Yes,46,Yes,Artist,,Average,2.0,Cat_3
465554,Female,No,78,Yes,Lawyer,1.0,Low,3.0,Cat_6
465555,Female,Yes,69,No,Lawyer,,High,2.0,Cat_4
465558,Female,No,40,Yes,Healthcare,8.0,Low,1.0,Cat_7
465568,Male,Yes,43,Yes,Executive,2.0,High,3.0,Cat_6
465569,Male,Yes,36,Yes,Artist,0.0,High,3.0,Cat_6
465571,Male,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_2
465577,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_3
465584,Male,Yes,47,No,Entertainment,3.0,Average,2.0,Cat_6
465586,Male,Yes,69,No,Artist,0.0,Low,1.0,Cat_6
465587,Male,Yes,41,Yes,Entertainment,,Low,5.0,Cat_3
465594,Male,Yes,33,No,Executive,4.0,Low,6.0,Cat_3
465598,Male,No,27,Yes,Healthcare,6.0,Low,5.0,Cat_2
465600,Male,Yes,38,Yes,Engineer,6.0,Low,2.0,Cat_3
465601,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_3
465602,Male,Yes,27,Yes,Artist,10.0,Low,2.0,Cat_3
465603,Female,Yes,51,Yes,Homemaker,9.0,Low,,Cat_3
465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3
465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6
465612,Male,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6
465616,Male,Yes,42,Yes,Doctor,8.0,Low,2.0,Cat_6
465621,Male,No,36,Yes,Doctor,9.0,Low,1.0,Cat_6
465625,Male,No,36,Yes,Artist,14.0,Low,2.0,Cat_6
465627,Female,No,40,Yes,Healthcare,1.0,Low,1.0,Cat_6
465629,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_6
465635,Male,No,30,No,Doctor,1.0,Low,2.0,Cat_4
465638,Female,Yes,53,Yes,Artist,,Low,,Cat_3
465640,Male,Yes,45,Yes,Artist,5.0,Average,2.0,Cat_6
465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6
465645,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6
465649,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6
465651,Male,No,32,No,Engineer,0.0,Low,4.0,Cat_6
465653,Female,Yes,51,Yes,Artist,0.0,Low,2.0,Cat_6
